Country,Region,Year,BirthRate,DeathRate,FertilityRate,LifeExpectancyFemale,LifeExpectancyMale,LifeExpectancyTotal,PopulationGrowth,PopulationTotal,MobileCellularSubscriptions,MobileCellularSubscriptionsPerHundred,TelephoneLines,TelephoneLinesPerHundred,AgriculturalLand,AgriculturalLandPercent,ArableLand,ArableLandPercent,LandArea,RuralPopulation,RuralPopulationGrowth,SurfaceArea,PopulationDensity,UrbanPopulationPercent,UrbanPopulationPercentGrowth
Argentina,SouthAmerica,1980,25.014,8.762,3.368,72.718,65.897,69.22431707,1.484972011,27701412,0,0,1797000,6.487033946,1281460,46.82517932,0.938580315,9.50052801,2736690,4843315,-0.648357192,2780400,10.12223233,82.516,1.942897921
Argentina,SouthAmerica,1981,24.627,8.685,3.325,73.022,66.174,69.5144878,1.500248116,28120135,0,0,1879000,6.682044734,1280200,46.7791383,0.92460438,9.50052801,2736690,4812199,-0.644525143,2780400,10.27523578,82.887,1.948849438
Argentina,SouthAmerica,1982,24.14,8.609,3.27,73.308,66.433,69.78665854,1.517537654,28550123,0,0,2199000,7.702243524,1278940,46.73309728,0.910679089,9.50052801,2736690,4764159,-1.003312595,2780400,10.43235551,83.313,2.030175537
Argentina,SouthAmerica,1983,23.635,8.542,3.213,73.571,66.668,70.03531707,1.525758357,28989069,0,0,2361350,8.145656558,1287690,47.05282659,0.931385551,9.865932934,2736690,4708115,-1.183341064,2780400,10.59274854,83.759,2.059659821
Argentina,SouthAmerica,1984,23.18,8.488,3.163,73.806,66.877,70.257,1.527933965,29435404,0,0,2271525,7.716982583,1286440,47.00715097,0.917262763,9.865932934,2736690,4652560,-1.187000986,2780400,10.75584155,84.194,2.045938257
Argentina,SouthAmerica,1985,22.805,8.45,3.123,74.016,67.062,70.45419512,1.521084731,29886564,0,0,2599607,8.698246476,1285170,46.96074455,0.903415997,9.865932934,2736690,4596255,-1.217576427,2780400,10.92069763,84.621,2.026963928
Argentina,SouthAmerica,1986,22.525,8.423,3.093,74.206,67.227,70.63139024,1.507176912,30340419,0,0,2710894,8.934926047,1283910,46.91470353,0.889902015,9.865932934,2736690,4539533,-1.241769815,2780400,11.08653848,85.038,1.998755355
Argentina,SouthAmerica,1987,22.329,8.403,3.073,74.387,67.382,70.79907317,1.491964623,30796481,0,0,2859209,9.284206855,1282650,46.86866251,0.876723545,9.865932934,2736690,4482428,-1.265927942,2780400,11.25318578,85.445,1.969429866
Argentina,SouthAmerica,1988,22.178,8.382,3.056,74.569,67.538,70.9677561,1.476530327,31254574,0,0,2965970,9.489715009,1279390,46.7495405,0.857474493,9.792851949,2736690,4424710,-1.296012431,2780400,11.42057522,85.843,1.941246439
Argentina,SouthAmerica,1989,22.035,8.355,3.037,74.762,67.702,71.14590244,1.45655933,31713147,0,0,3175756,10.0140046,1273800,46.54527915,0.831421744,9.634631617,2736690,4365949,-1.33691627,2780400,11.58814005,86.233,1.909847842
Argentina,SouthAmerica,1990,21.886,8.318,3.016,74.969,67.879,71.33753659,1.431566594,32170407,2300,0.007149428,3084000,9.586450056,1274700,46.57816559,0.822805879,9.672268324,2736690,4306652,-1.367477278,2780400,11.75522511,86.613,1.871266642
Argentina,SouthAmerica,1991,21.72,8.271,2.989,75.191,68.07,71.54365854,1.402801086,32624874,12000,0.036781751,3026732,9.277375293,1275650,46.61287906,0.814562533,9.710635841,2736690,4246454,-1.407652238,2780400,11.92128959,86.984,1.830225686
Argentina,SouthAmerica,1992,21.527,8.216,2.956,75.426,68.275,71.76329268,1.370857187,33075194,25000,0.075585347,3131235,9.467019302,1276600,46.64759253,0.806646818,9.749003358,2736690,4191289,-1.307595787,2780400,12.08583873,87.328,1.765552239
Argentina,SouthAmerica,1993,21.31,8.155,2.918,75.666,68.487,71.98895122,1.338265573,33520803,46590,0.138988317,3594533,10.72329025,1277550,46.682306,0.799056037,9.787370875,2736690,4176022,-0.364920509,2780400,12.24866645,87.542,1.583019148
Argentina,SouthAmerica,1994,21.067,8.093,2.875,75.905,68.702,72.21565854,1.307446078,33961947,112000,0.329780857,3982435,11.72616811,1278500,46.71701947,0.791768505,9.825738392,2736690,4159659,-0.392601901,2780400,12.40986264,87.752,1.547045805
Argentina,SouthAmerica,1995,20.8,8.032,2.827,76.142,68.917,72.44139024,1.27967734,34399343,241163,0.701068622,4986887,14.49704141,1279480,46.75282915,0.784840571,9.865202124,2736690,4141681,-0.433135569,2780400,12.5696893,87.96,1.516427257
Argentina,SouthAmerica,1996,20.503,7.976,2.774,76.377,69.129,72.66460976,1.253257095,34833168,405395,1.163818921,5714158,16.4043592,1280450,46.78827343,0.778137665,9.904300451,2736690,4122854,-0.455610208,2780400,12.72821109,88.164,1.484911742
Argentina,SouthAmerica,1997,20.176,7.927,2.717,76.61,69.338,72.88531707,1.229456224,35264070,667020,1.891500329,6262637,17.75925751,1281420,46.8237177,0.771663622,9.943398777,2736690,4102622,-0.491936048,2780400,12.8856648,88.366,1.458313067
Argentina,SouthAmerica,1998,19.827,7.886,2.657,76.843,69.543,73.10397561,1.202773753,35690778,2009073,5.62910957,6826799,19.12762731,1282350,46.85770036,0.765463841,9.982862509,2736690,4081597,-0.513794811,2780400,13.041586,88.564,1.426592661
Argentina,SouthAmerica,1999,19.465,7.854,2.596,77.076,69.743,73.32007317,1.165927694,36109342,2670862,7.396595596,7095464,19.6499399,1283300,46.89241383,0.759498747,10.02123003,2736690,4059051,-0.553913095,2780400,13.19453135,88.759,1.385864652
Argentina,SouthAmerica,2000,19.103,7.83,2.535,77.309,69.939,73.53412195,1.115941736,36514558,3848869,10.54064245,7223168,19.78161149,1284120,46.92237703,0.754000637,10.06032835,2736690,4034128,-0.615903313,2780400,13.34259927,88.952,1.333149123
Argentina,SouthAmerica,2001,18.757,7.813,2.477,77.54,70.132,73.74565854,1.058363374,36903067,6487950,17.58105905,7894205,21.39173148,1285100,46.95818671,0.748989237,10.09979208,2736690,4006935,-0.676355941,2780400,13.48456237,89.142,1.271732835
Argentina,SouthAmerica,2002,18.445,7.801,2.424,77.768,70.321,73.95368293,0.998422507,37273361,6741791,18.08742442,8131435,21.8156742,1286060,46.99326559,0.744392222,10.13852501,2736690,3977440,-0.738821365,2780400,13.61986962,89.329,1.207981452
Argentina,SouthAmerica,2003,18.177,7.792,2.379,77.99,70.51,74.15878049,0.945747278,37627545,6566740,17.4519491,7708568,20.48650264,1287100,47.0312677,0.740468186,10.18091198,2736690,3943743,-0.850812392,2780400,13.7492902,89.519,1.1582172
Argentina,SouthAmerica,2004,17.958,7.783,2.34,78.205,70.698,74.35995122,0.907083654,37970411,7842233,20.6535373,8603869,22.65940445,1308835,47.8254753,0.755417159,10.48109212,2736690,3907155,-0.932078468,2780400,13.87457513,89.71,1.120219768
Argentina,SouthAmerica,2005,17.788,7.774,2.31,78.412,70.887,74.55773171,0.887188811,38308779,13512383,35.27228837,8760566,22.86829867,1343450,49.09032444,0.803340665,11.24533652,2736690,3869570,-0.966609791,2780400,13.99821646,89.899,1.097644514
Argentina,SouthAmerica,2006,17.66,7.763,2.286,78.609,71.078,74.75165854,0.881216293,38647854,22156426,57.32899426,9441673,24.43000587,1377975,50.35188494,0.851211558,12.02090847,2736690,3832321,-0.967276489,2780400,14.12211613,90.084,1.086792595
Argentina,SouthAmerica,2007,17.564,7.753,2.268,78.796,71.27,74.94121951,0.878633059,38988923,31510390,80.81882641,9459794,24.2627733,1411040,51.56009632,0.893946211,12.7358232,2736690,3795182,-0.973825733,2780400,14.24674442,90.266,1.080461652
Argentina,SouthAmerica,2008,17.481,7.744,2.254,78.974,71.463,75.12690244,0.874450863,39331357,40401771,102.7215283,9500000,24.153756,1440330,52.63036734,0.926309255,13.31279758,2736690,3758111,-0.981592999,2780400,14.37187149,90.445,1.072558418
Argentina,SouthAmerica,2009,17.396,7.738,2.241,79.143,71.656,75.30819512,0.872647405,39676083,46508774,117.2211834,9742833,24.55593462,1440580,52.63950246,0.88360537,12.81036581,2736690,3720823,-0.997155717,2780400,14.49783607,90.622,1.068154932
Argentina,SouthAmerica,2010,17.301,7.732,2.228,79.305,71.851,75.48709756,0.87217417,40023641,52482780,131.1294492,9768135,24.405913,1432970,52.36142932,0.844425923,12.3495902,2736690,3684176,-0.989798896,2780400,14.62483548,90.795,1.0628953
Argentina,SouthAmerica,2011,17.188,7.728,2.215,79.462,72.046,75.66356098,0.872125702,40374224,57082298,141.383022,9914208,24.55578589,1467170,53.61111416,0.921800999,13.59927504,2736690,3647407,-1.003038724,2780400,14.75294023,90.966,1.060285588
Argentina,SouthAmerica,2012,17.057,7.724,2.201,79.614,72.243,75.83860976,0.87423751,40728738,60722729,149.0906224,9722525,23.87141237,1475480,53.91476565,0.934180676,13.90292653,2736690,3611417,-0.991628807,2780400,14.88248139,91.133,1.057653731
Argentina,SouthAmerica,2013,16.911,7.72,2.188,79.764,72.44,76.01268293,0.87560564,41086927,64327647,156.564756,9455639,23.01374109,1487910,54.36896397,0.956289576,14.35712485,2736690,3576617,-0.968283453,2780400,15.01336542,91.295,1.053209455
Bolivia,SouthAmerica,1980,40.205,15.119,5.634,53.277,49.202,51.18980488,2.357244375,5243771,0,0,4795369.5,12.76504237,335250,30.94710606,0.364241688,1.763131173,1083300,2913282,0.571537234,1098580,4.84055294,44.443,4.635311181
Bolivia,SouthAmerica,1981,39.616,14.544,5.521,54.029,50.006,51.96843902,2.358233609,5368901,0,0,135100,2.516343661,335620,30.98126096,0.361899018,1.793593649,1083300,2928682,0.527221177,1098580,4.95606111,45.451,4.600967257
Bolivia,SouthAmerica,1982,39.129,14.005,5.423,54.775,50.808,52.74312195,2.359963134,5497112,0,0,142000,2.583174583,340990,31.47696852,0.360189132,1.827748546,1083300,2943209,0.494799023,1098580,5.074413367,46.459,4.553498787
Bolivia,SouthAmerica,1983,38.714,13.498,5.337,55.509,51.603,53.50836585,2.359292994,5628347,0,0,148100,2.631323193,341360,31.51112342,0.358542215,1.862826549,1083300,2956458,0.449144749,1098580,5.195557094,47.472,4.516293565
Bolivia,SouthAmerica,1984,38.345,13.019,5.259,56.225,52.389,54.26021951,2.358563621,5762673,0,0,150000,2.602958731,341730,31.54527832,0.355911224,1.893289024,1083300,2968583,0.40928044,1098580,5.31955414,48.486,4.47207593
Bolivia,SouthAmerica,1985,38.012,12.572,5.189,56.915,53.156,54.98965854,2.357244654,5900127,0,0,157719,2.673145849,347170,32.04744761,0.354738127,1.932059448,1083300,2979328,0.361303714,1098580,5.44643866,49.504,4.435073679
Bolivia,SouthAmerica,1986,37.715,12.156,5.127,57.577,53.897,55.69212195,2.355545912,6040757,0,0,158746,2.627915673,346870,32.01975445,0.339361441,1.892365919,1083300,2989027,0.325014465,1098580,5.576254962,50.519,4.385143394
Bolivia,SouthAmerica,1987,37.461,11.771,5.074,58.211,54.607,56.36504878,2.350712489,6184440,0,0,159774,2.583483711,352030,32.4960768,0.333094023,1.901596972,1083300,2997289,0.276029707,1098580,5.708889504,51.535,4.341877136
Bolivia,SouthAmerica,1988,37.244,11.415,5.029,58.822,55.285,57.01036585,2.345633254,6331219,0,0,164248,2.594255545,352270,32.51823133,0.326951255,1.910828025,1083300,3004227,0.231208351,1098580,5.844381981,52.549,4.294117817
Bolivia,SouthAmerica,1989,37.053,11.084,4.989,59.414,55.93,57.6295122,2.345346383,6481463,0,0,165296,2.550288415,352500,32.53946275,0.320915201,1.920059079,1083300,3009797,0.185233767,1098580,5.983073018,53.563,4.256600155
Bolivia,SouthAmerica,1990,36.867,10.775,4.952,59.986,56.537,58.21943902,2.351157744,6635658,0,0,169932,2.560891475,354700,32.74254592,0.314964997,1.929290132,1083300,3014513,0.15656568,1098580,6.125411243,54.571,4.215568015
Bolivia,SouthAmerica,1991,36.652,10.486,4.913,60.539,57.102,58.77858537,2.358880647,6794046,0,0,182686,2.688913204,354550,32.72869934,0.309094169,1.938521185,1083300,3018119,0.119549823,1098580,6.27162005,55.577,4.18556413
Bolivia,SouthAmerica,1992,36.372,10.217,4.866,61.07,57.619,59.30241463,2.366375843,6956736,295,0.004240494,204059,2.933257781,357960,33.04347826,0.303303158,1.947752239,1083300,3020684,0.084950615,1098580,6.421800055,56.579,4.153227502
Bolivia,SouthAmerica,1993,36.009,9.967,4.81,61.579,58.092,59.79297561,2.365986006,7123294,1551,0.021773635,208034,2.920474713,358310,33.07578695,0.301826655,1.984676452,1083300,3023981,0.109087942,1098580,6.575550632,57.548,4.064120821
Bolivia,SouthAmerica,1994,35.554,9.733,4.742,62.067,58.523,60.25178049,2.350975947,7292745,2659,0.036460894,231739,3.177664926,362130,33.42841318,0.301669673,2.030831718,1083300,3050774,0.882115369,1098580,6.731971753,58.167,3.420862103
Bolivia,SouthAmerica,1995,35.012,9.513,4.663,62.535,58.919,60.68290244,2.318103208,7463773,4056,0.054342489,242823,3.25335457,363510,33.55580172,0.314854163,2.169297517,1083300,3076194,0.829778966,1098580,6.889848611,58.785,3.374957461
Bolivia,SouthAmerica,1996,34.403,9.307,4.575,62.986,59.286,61.09087805,2.272930034,7635362,7229,0.094677895,246881,3.233389589,366000,33.78565494,0.340520855,2.400073848,1083300,3099957,0.769512185,1098580,7.048243331,59.4,3.313679065
Bolivia,SouthAmerica,1997,33.762,9.112,4.482,63.421,59.632,61.48029268,2.222439611,7806953,33400,0.427823762,348595,4.465186354,366840,33.86319579,0.344564646,2.483153328,1083300,3131291,1.005713915,1098580,7.206639897,59.891,3.045637201
Bolivia,SouthAmerica,1998,33.126,8.928,4.39,63.843,59.966,61.85721951,2.173830906,7978521,118433,1.484397923,384530,4.819564929,368740,34.0385858,0.359966465,2.651158497,1083300,3161090,0.947152525,1098580,7.365015231,60.38,2.987004143
Bolivia,SouthAmerica,1999,32.524,8.755,4.302,64.254,60.295,62.22621951,2.129112864,8150214,239272,2.935775674,452381,5.550541372,369820,34.13828118,0.364898394,2.74531524,1083300,3189505,0.894882751,1098580,7.523505954,60.866,2.930787565
Bolivia,SouthAmerica,2000,31.966,8.592,4.219,64.657,60.625,62.59182927,2.090745146,8322408,420344,5.050749735,502568,6.038733021,370690,34.21859134,0.368883621,2.833933352,1083300,3216527,0.843647371,1098580,7.682459153,61.351,2.884433856
Bolivia,SouthAmerica,2001,31.445,8.436,4.14,65.05,60.959,62.95460976,2.05580197,8495271,582620,6.858168503,510755,6.012227273,371430,34.28690114,0.370088253,2.902243146,1083300,3242305,0.798229057,1098580,7.842029909,61.834,2.839985683
Bolivia,SouthAmerica,2002,30.938,8.287,4.062,65.435,61.297,63.31553659,2.025140146,8669066,779917,8.996551647,524391,6.048990745,371560,34.2989015,0.363360943,2.907781778,1083300,3267111,0.762161155,1098580,8.002460999,62.313,2.796805563
Bolivia,SouthAmerica,2003,30.42,8.146,3.982,65.809,61.636,63.67160976,1.990470695,8843350,1023333,11.57177993,590638,6.67889431,371110,34.25736176,0.35054589,2.861626512,1083300,3290522,0.714010664,1098580,8.163343487,62.791,2.754642244
Bolivia,SouthAmerica,2004,29.874,8.012,3.897,66.172,61.971,64.02026829,1.942229805,9016787,1278844,14.18292347,610261,6.768053853,366470,33.82904089,0.389717535,3.243792117,1083300,3312407,0.662890064,1098580,8.323444106,63.264,2.692695328
Bolivia,SouthAmerica,2005,29.306,7.884,3.809,66.526,62.304,64.3635122,1.876777506,9187610,1800789,19.60018982,625428,6.807298089,366170,33.80134773,0.389546356,3.303793963,1083300,3332162,0.594622712,1098580,8.481131727,63.732,2.613820911
Bolivia,SouthAmerica,2006,28.731,7.764,3.72,66.873,62.632,64.70078049,1.802401563,9354709,2421402,25.88431131,646291,6.908723724,369620,34.11981907,0.406853917,3.513338872,1083300,3349547,0.520377024,1098580,8.635381704,64.194,2.524692277
Bolivia,SouthAmerica,2007,28.174,7.652,3.633,67.213,62.957,65.03309756,1.724132402,9517395,2876143,30.21985533,666553,7.003523548,366980,33.87611927,0.36680205,3.222560694,1083300,3364209,0.436775579,1098580,8.785558017,64.652,2.435056377
Bolivia,SouthAmerica,2008,27.659,7.548,3.551,67.55,63.278,65.36190244,1.657454164,9676456,3254410,33.63225131,678198,7.008743697,368280,33.99612296,0.372967128,3.331487123,1083300,3376696,0.370484802,1098580,8.932388073,65.104,2.354154098
Bolivia,SouthAmerica,2009,27.204,7.454,3.477,67.882,63.594,65.68570732,1.616001582,9834098,5038600,51.23601575,788972,8.022820192,368190,33.98781501,0.366073228,3.323179175,1083300,3387847,0.329689976,1098580,9.077908243,65.55,2.298718408
Bolivia,SouthAmerica,2010,26.812,7.368,3.413,68.212,63.904,66.00546341,1.606974113,9993406,6464390,64.68655431,804217,8.047476506,369540,34.11243423,0.373746448,3.447798394,1083300,3398657,0.318573721,1098580,9.224966307,65.991,2.27750048
Bolivia,SouthAmerica,2011,26.482,7.289,3.357,68.537,64.208,66.31970732,1.619836344,10156601,7179293,70.68598048,851203,8.380786052,369650,34.12258839,0.368824177,3.457952552,1083300,3409977,0.332519282,1098580,9.37561248,66.426,2.276850531
Bolivia,SouthAmerica,2012,26.201,7.218,3.308,68.856,64.504,66.62692683,1.639054544,10324445,8353273,80.90771949,878485,8.508786671,370550,34.20566787,0.371545395,3.541032032,1083300,3422037,0.35304414,1098580,9.530550171,66.855,2.282810461
Bolivia,SouthAmerica,2013,25.948,7.152,3.264,69.168,64.792,66.92663415,1.650700066,10496285,9493207,90.44349501,879330,8.37753548,375150,34.63029632,0.409287667,3.965660482,1083300,3434489,0.363216407,1098580,9.68917659,67.279,2.282907386
Spain,Europe,1980,16.2,7.8,2.36,78.02,71.77,74.81878049,0.887277052,37201123,0,0,6698000,18.00790762,313550,62.76774633,0.4187508,31.18468991,499540,10356049,-1.368150379,505990,74.4707591,72.162,1.771136105
Spain,Europe,1981,15.3,7.7,2.2,78.53,72.32,75.34926829,0.637492771,37439035,0,0,7228800,19.28020206,312380,62.54229483,0.415555583,31.14901796,499470,10187536,-1.640578113,505990,74.95752498,72.789,1.502618833
Spain,Europe,1982,14.1,7.8,2.04,78.74,72.47,75.52853659,0.802139551,37740556,0,0,7654200,20.27330262,312060,62.47947784,0.412527044,31.1716654,499460,10084654,-1.015014986,505990,75.56271974,73.279,1.473063031
Spain,Europe,1983,13.6,7.6,1.94,79.32,73.1,76.13414634,0.534462209,37942805,0,0,8017690,21.1095779,311910,62.4494454,0.410222702,31.16365675,499460,10049152,-0.35266096,505990,75.96765507,73.515,0.856001283
Spain,Europe,1984,12.7,7.9,1.8,79.1,72.87,75.90902439,0.472290229,38122429,425,0.001101561,8453700,22.14531599,307910,61.6522836,0.408998073,31.21959033,499430,10007519,-0.415154238,505990,76.33187634,73.749,0.790086869
Spain,Europe,1985,12.4,7.8,1.73,79.64,73.11,76.29536585,0.40875436,38278575,850,0.002203123,8881727,23.16810004,306280,61.32468365,0.40887102,31.33709755,499440,9959320,-0.482791429,505990,76.64299015,73.982,0.724192138
Spain,Europe,1986,11.9,8.1,1.64,79.64,73.04,76.2595122,0.365702543,38418817,1275,0.003304684,9340458,24.27869178,307120,61.49287202,0.405113984,31.16290245,499440,9907060,-0.526116188,505990,76.92378864,74.213,0.677456654
Spain,Europe,1987,11.4,8.1,1.56,79.85,73.33,76.5104878,0.303556491,38535617,1700,0.004406246,9785300,25.36260874,306100,61.28864328,0.403912048,31.16490469,499440,9848162,-0.596279551,505990,77.15765057,74.444,0.614339067
Spain,Europe,1988,11,8,1.5,80.17,73.45,76.72804878,0.246747296,38630820,4200,0.010861727,10236408,26.47263485,306010,61.2706231,0.40340847,31.2029473,499440,9784028,-0.653357859,505990,77.34827006,74.673,0.553887174
Spain,Europe,1989,10.8,8.3,1.45,80.23,73.43,76.74707317,0.21986476,38715849,11628,0.030015737,10971635,28.32144014,305780,61.22457152,0.402341687,31.1889316,499440,9717678,-0.680455915,505990,77.51851874,74.9,0.52339681
Spain,Europe,1990,10.5,8.4,1.4,80.44,73.36,76.81365854,0.195140335,38791473,29783,0.076743679,11797159,30.39846159,307010,61.47084735,0.399881696,31.05878584,499440,9648991,-0.709335075,505990,77.66993633,75.126,0.496421313
Spain,Europe,1991,10.3,8.6,1.36,80.51,73.34,76.83756098,0.151881923,38850435,54700,0.140678283,12602600,32.41155625,304720,61.01233381,0.394718875,30.70438892,499440,9576244,-0.7567902,505990,77.78799255,75.351,0.450930244
Spain,Europe,1992,10.2,8.7,1.33,80.7,73.42,76.97121951,0.22783038,38939049,108451,0.278272537,13264360,34.03479091,303710,60.81010732,0.39184316,30.55021624,499440,9529164,-0.492845746,505990,77.96541927,75.528,0.462456772
Spain,Europe,1993,10.2,8.5,1.32,81.19,73.81,77.41,0.329961303,39067745,180296,0.461351559,13792156,35.29214552,302790,60.62590101,0.389093356,30.43608842,499440,9528623,-0.005677469,505990,78.22309987,75.61,0.438471193
Spain,Europe,1994,9.8,8.7,1.27,81.26,74.01,77.54658537,0.310911158,39189400,257261,0.656329161,14253470,36.36372403,300330,60.13334935,0.382297254,29.99759731,499440,9526159,-0.025862275,505990,78.46668268,75.692,0.419304824
Spain,Europe,1995,9.4,8.6,1.2,81.62,74.36,77.90146341,0.269014245,39294967,411930,1.047842335,14685406,37.35583742,301830,60.43368573,0.376791257,29.64520263,499440,9519599,-0.068886733,505990,78.67805342,75.774,0.377287204
Spain,Europe,1996,9.2,8.8,1.17,81.73,74.41,77.98073171,0.233979972,39387017,944955,2.397111579,15095377,38.2931494,297190,59.5046452,0.356589584,28.12149608,499440,9509601,-0.105080623,505990,78.86235984,75.856,0.342140275
Spain,Europe,1997,9.2,8.9,1.16,81.88,74.54,78.1204878,0.231202196,39478186,2997645,7.586339439,15412785,39.0061594,301390,60.34558706,0.366024923,28.93240429,499440,9499241,-0.109001916,505990,79.04490229,75.938,0.339242465
Spain,Europe,1998,9.3,8.8,1.18,82.21,75.17,78.60414634,0.263663726,39582413,4337696,10.95273284,15854448,40.03266557,300590,60.18540766,0.360892601,28.60203428,499440,9492258,-0.073538169,505990,79.25359002,76.019,0.370273991
Spain,Europe,1999,9.2,9.1,1.16,82.2,75.3,78.66585366,0.34978306,39721108,6437444,16.20300377,16288605,40.99831054,299580,59.98318116,0.344501971,27.39868653,499440,9493345,0.011450782,505990,79.53129105,76.1,0.456276487
Spain,Europe,2000,9.5,9.3,1.19,82.2,75.4,78.71707317,0.515171909,39926268,15003708,37.56120588,16480426,41.25811259,297780,59.62277751,0.337196554,26.95619093,499440,9510038,0.175684554,505990,79.94207112,76.181,0.621554081
Spain,Europe,2001,9.9,9,1.23,82.5,75.6,78.96585366,0.840384465,40263216,24265059,60.23673164,17104000,42.45977964,297660,59.65130261,0.332809977,26.85370741,499000,9557682,0.49973567,505000,80.68780762,76.262,0.946655141
Spain,Europe,2002,9.9,8.8,1.24,82.8,76.1,79.36829268,1.216479485,40756001,29655729,72.76287627,17531000,43.01381307,295200,59.21527722,0.320541753,26.20556848,498520,9641647,0.874671561,505020,81.75399382,76.343,1.322635718
Spain,Europe,2003,10.1,8.8,1.25,83,76.3,79.56829268,1.643976833,41431558,33530997,81.09707953,17640745,42.66538511,294190,58.95118628,0.31157409,25.86766592,499040,9722744,0.837593851,505320,83.02251924,76.533,1.892543029
Spain,Europe,2004,10.4,9.1,1.3,83,76.4,79.6195122,1.808454468,42187645,37219839,88.58520439,17759164,42.26775867,291530,58.39826927,0.308550051,26.07519881,499210,9796815,0.758944969,505370,84.50881393,76.778,2.128067165
Spain,Europe,2005,10.6,8.6,1.31,83.2,76.7,79.87073171,1.725466303,42921895,38622582,90.42919646,17934477,41.99098714,290710,58.23750952,0.303458177,26.09279218,499180,9862593,0.669178293,505370,85.98480508,77.022,2.042762099
Spain,Europe,2006,10.6,8.8,1.33,83.5,77,80.17073171,1.689349047,43653155,42694115,98.40193058,19460832,44.85356915,291640,58.43435052,0.295809089,25.87308902,499090,9925418,0.634982577,505370,87.4654972,77.263,2.001757617
Spain,Europe,2007,10.8,8.3,1.36,84.1,77.7,80.82195122,1.690352556,44397319,45695061,103.7617236,19865037,45.10838663,286130,57.34297968,0.286503786,25.49200369,498980,9988509,0.633639072,505370,88.97614934,77.502,1.999208103
Spain,Europe,2008,10.9,8.5,1.38,84.1,77.8,80.87317073,1.851081308,45226803,48422470,108.4148248,20192505,45.20973202,280040,56.10787201,0.278286307,25.21688606,499110,10067486,0.787569086,505370,90.61490052,77.74,2.15770109
Spain,Europe,2009,11.3,8.4,1.45,84.3,78.2,81.17560976,1.595330499,45954106,49623339,109.6808813,20576070,45.47863034,281420,56.41940658,0.271749384,25.03608661,498800,10120932,0.529473135,505370,92.12932237,77.976,1.898446523
Spain,Europe,2010,10.6,8.3,1.38,84.6,78.5,81.47560976,0.885735981,46362946,51052693,111.5801838,20244312,44.24573753,279700,56.07457899,0.269547151,25.05412991,498800,10102486,-0.182422231,505370,92.94896953,78.21,1.185377902
Spain,Europe,2011,10.4,8.2,1.37,84.7,78.7,81.62682927,0.460408305,46576897,51389417,111.275767,20181424,43.69972585,275450,55.22253408,0.268974552,25.11627907,498800,10041047,-0.610014048,505600,93.37790096,78.442,0.756607893
Spain,Europe,2012,10.1,8.3,1.34,85.6,79.5,82.47560976,0.355338396,46742697,52590507,113.0635394,19889038,42.75914342,275342.5,55.20098236,0.267683527,25.08470329,498800,9968815,-0.721967135,505600,93.71029872,78.673,0.64938946
Spain,Europe,2013,9.7,8.6,1.32,85.4,79.5,82.37804878,0.039713826,46761264,50665099,108.3640175,19574626,41.86679108,269600,54.04971933,0.26517675,24.85966319,498800,9865691,-1.03985377,505600,93.74752205,78.902,0.330370601
Albania,Europe,1980,29.803,6.261,3.807,71.725,68.376,70.00965854,1.98945702,2617832,0,0,26000,0.973574201,11170,40.76642336,0.222703367,21.27737226,27400,1740858,1.692144604,28750,95.54131387,33.5,2.582275994
Albania,Europe,1981,29.278,6.147,3.678,72.085,68.475,70.23597561,2.047963861,2671997,0,0,27300,0.998253605,11180,40.80291971,0.218937372,21.35036496,27400,1769877,1.653195751,28750,97.51813869,33.762,2.82702035
Albania,Europe,1982,28.79,6.042,3.562,72.472,68.533,70.45446341,2.002974306,2726056,0,0,29000,1.035956626,11160,40.72992701,0.215696229,21.45985401,27400,1798543,1.606684003,28750,99.49109489,34.024,2.775926165
Albania,Europe,1983,28.348,5.939,3.46,72.885,68.59,70.68512195,2.113271783,2784278,0,0,30000,1.047521877,11140,40.65693431,0.211544968,21.49635036,27400,1829633,1.713850761,28750,101.6159854,34.287,2.883273307
Albania,Europe,1984,27.955,5.832,3.372,73.315,68.673,70.93739024,2.120885334,2843960,0,0,31000,1.057893747,11100,40.51094891,0.207105585,21.49635036,27400,1861315,1.716782688,28750,103.7941606,34.552,2.890837193
Albania,Europe,1985,27.606,5.727,3.297,73.746,68.788,71.20653659,2.103936618,2904429,0,0,32000,1.066195764,11130,40.62043796,0.202793733,21.49635036,27400,1893194,1.698212263,28750,106.0010584,34.817,2.867971958
Albania,Europe,1986,27.279,5.633,3.233,74.15,68.92,71.47121951,2.055994609,2964762,0,0,33275,1.081083715,11120,40.58394161,0.198666874,21.49635036,27400,1924635,1.647098956,28750,108.2029927,35.083,2.817046493
Albania,Europe,1987,26.951,5.567,3.177,74.488,69.04,71.69756098,1.933220811,3022635,0,0,35000,1.106815612,11110,40.54744526,0.194863091,21.49635036,27400,1954134,1.521078917,28750,110.315146,35.35,2.691391059
Albania,Europe,1988,26.595,5.54,3.126,74.741,69.12,71.86195122,1.997039956,3083605,0,0,36000,1.107177215,11110,40.54744526,0.191334493,21.53284672,27400,1985256,1.580074453,28750,112.5403285,35.619,2.755141155
Albania,Europe,1989,26.19,5.558,3.075,74.902,69.145,71.95329268,1.886710529,3142336,0,0,37000,1.108968438,11170,40.76642336,0.187758406,21.53284672,27400,2014614,1.467974069,28750,114.6837956,35.888,2.639152558
