Country,Region,Year,BirthRate,DeathRate,FertilityRate,LifeExpectancyFemale,LifeExpectancyMale,LifeExpectancyTotal,PopulationGrowth,PopulationTotal,MobileCellularSubscriptions,MobileCellularSubscriptionsPerHundred,TelephoneLines,TelephoneLinesPerHundred,AgriculturalLand,AgriculturalLandPercent,ArableLand,ArableLandPercent,LandArea,RuralPopulation,RuralPopulationGrowth,SurfaceArea,PopulationDensity,UrbanPopulationPercent,UrbanPopulationPercentGrowth
"Venezuela, RB",SouthAmerica,2011,20.691,5.18,2.472,77.217,71.269,74.17046341,1.59736996,29043283,27880132,95.99511185,7082888,24.38735318,212500,24.09160478,0.08952156,2.947678703,882050,3261851,1.232978554,912050,32.92702568,88.769,1.643567306
"Venezuela, RB",SouthAmerica,2012,20.386,5.215,2.444,77.377,71.43,74.33097561,1.562421503,29500625,28781999,97.56403127,7332413,24.8551107,212500,24.09160478,0.088133726,2.947678703,882050,3301120,1.196697917,912050,33.44552463,88.81,1.608597455
"Venezuela, RB",SouthAmerica,2013,20.078,5.254,2.417,77.532,71.588,74.4875122,1.527752836,29954782,30569073,102.0507277,7648753,25.53433038,216000,24.48840769,0.090135859,3.061050961,882050,3339659,1.160690114,912050,33.96041268,88.851,1.573907061
France,Europe,1980,14,10.2,1.87,78,69.9,73.85121951,0.384119776,54982879,0,0,13959000,25.98802239,318340,58.13728391,0.316480336,31.77881753,547566,14729363,0.11943151,549086,100.4132452,73.211,0.481148519
France,Europe,1981,14,10.2,1.85,78.2,70.1,74.05121951,0.438792787,55224670,0,0,15898000,29.47280497,317220,57.93274235,0.316380342,31.90848227,547566,14754927,0.173407645,549086,100.8548193,73.282,0.53572544
France,Europe,1982,14.1,10.1,1.85,78.5,70.3,74.3,0.506841366,55505282,0,0,17743000,32.73426474,316870,57.86882312,0.315753733,32.00710051,547566,14791048,0.244507199,549086,101.3672909,73.352,0.602315255
France,Europe,1983,14.2,10,1.86,78.7,70.5,74.5,0.559409624,55816654,0,0,19478000,35.74521337,316460,57.7939463,0.316231783,32.2353835,547566,14833276,0.285090243,549086,101.9359383,73.425,0.658880883
France,Europe,1984,14.2,10,1.86,79,70.8,74.8,0.595215355,56149874,0,0,20942000,38.21702243,315650,57.64601893,0.314675684,32.26825625,547566,14879717,0.312597508,549086,102.544486,73.5,0.697307811
France,Europe,1985,14.3,9.9,1.86,79.2,71,75,0.603696366,56489874,0,0,22086286,40.07764794,315080,57.54192189,0.315260041,32.52393319,547566,14927449,0.320272251,549086,103.1654157,73.575,0.705686593
France,Europe,1986,14.2,9.8,1.86,79.5,71.3,75.3,0.591774935,56825158,0,0,23030564,41.5605779,314420,57.42138847,0.315406074,32.73212727,547566,14973429,0.30754974,549086,103.7777327,73.65,0.69365964
France,Europe,1987,14.1,9.7,1.85,79.8,71.6,75.6,0.579061216,57155165,9055,0.016252546,23911096,42.91730305,313950,57.33555407,0.314897175,32.86909706,547566,15017520,0.29402892,549086,104.3804126,73.725,0.680841137
France,Europe,1988,14,9.6,1.83,80,71.8,75.8,0.571571452,57482783,39234,0.070046716,24803608,44.2833076,313530,57.25885099,0.316042457,33.17773565,547566,15060489,0.285717244,549086,104.9787295,73.8,0.673250427
France,Europe,1989,13.8,9.5,1.81,80.3,72.1,76.1,0.556945578,57803824,98332,0.174653362,25827282,45.87338448,308300,56.30371499,0.308163003,32.53123824,547566,15101249,0.270276367,549086,105.5650351,73.875,0.658519693
France,Europe,1990,13.6,9.4,1.79,80.6,72.3,76.34878049,0.534516155,58113622,178400,0.315304135,26942452,47.61808582,307409,56.14099488,0.304746106,32.34295044,547566,15138599,0.247025177,549086,106.130808,73.95,0.63598636
France,Europe,1991,13.4,9.3,1.77,80.8,72.6,76.6,0.507335171,58409202,283200,0.498190672,28084922,49.40553029,305928,55.8705252,0.304486269,32.4797376,547566,15153683,0.099589732,549086,106.670615,74.056,0.650574571
France,Europe,1992,13.2,9.2,1.75,81.1,72.8,76.84878049,0.252842249,58557072,375000,0.656765549,29100000,50.96500664,304849,55.67347133,0.304511469,32.56465887,547566,15090743,-0.416209525,549086,106.9406647,74.229,0.486176022
France,Europe,1993,13.1,9.2,1.74,81.3,73.1,77.1,0.497657524,58849212,436700,0.761609496,30100000,52.49472367,303843,55.48974918,0.303264893,32.59314859,547566,15064810,-0.171994899,549086,107.4741894,74.401,0.729104285
France,Europe,1994,13,9.2,1.73,81.5,73.3,77.3,0.433831465,59105073,572000,0.993573197,30900000,53.67379682,302913,55.31990664,0.30511425,32.93447731,547566,15029238,-0.236405661,549086,107.9414591,74.572,0.663403785
France,Europe,1995,12.5,9.1,1.73,81.9,73.6,77.64878049,0.372741099,59325793,883000,1.527885256,31700000,54.85159978,302049,55.16211744,0.305030899,33.04843617,547566,14983916,-0.302014473,549086,108.3445521,74.743,0.601786219
France,Europe,1996,12.8,9.1,1.74,81.9,73.8,77.75121951,0.361612779,59540711,1302496,2.24533597,32400000,55.8534425,301502,55.06222081,0.305221414,33.18887586,547566,14937574,-0.309757549,549086,108.737049,74.912,0.58746576
France,Europe,1997,12.8,9.1,1.75,82,74.1,77.95365854,0.35427007,59752020,2462700,4.230263986,32900000,56.5134548,300963,54.96378519,0.304675892,33.24713368,547566,14889008,-0.325656107,549086,109.122955,75.082,0.580947618
France,Europe,1998,12.7,9.1,1.77,82.3,74.5,78.30487805,0.353791562,59963792,5817300,9.958005642,33700000,57.68737905,300396,54.86023603,0.304685534,33.36602346,547566,14841039,-0.322697382,549086,109.5097066,75.25,0.577295134
France,Europe,1999,12.8,9.1,1.78,82.6,74.8,78.60487805,0.368519598,60185178,11210100,19.11826072,34098847,58.15386546,299800,54.7513907,0.304360652,33.4535015,547566,14795322,-0.308519904,549086,109.9140158,75.417,0.590202356
France,Europe,2000,12.9,9.1,1.81,82.7,75,78.75609756,0.514237683,60495470,21433500,36.39293613,33887995,57.54000222,299291,54.65843387,0.303379741,33.51760336,547566,14752425,-0.290357367,549086,110.4806909,75.614,0.775111435
France,Europe,2001,13.3,8.9,1.89,83,75.3,79.05609756,0.684623197,60911057,29052360,49.06407866,33987106,57.39795467,298603,54.53278692,0.301318035,33.51851649,547566,14697229,-0.374850344,549086,111.2396624,75.871,1.023930236
France,Europe,2002,13.1,8.8,1.9,83,75.5,79.15853659,0.727376567,61355725,36997400,62.07543084,34083938,57.18713034,297775,54.38157227,0.299013662,33.50500214,547566,14647452,-0.339257719,549086,112.0517435,76.127,1.064224036
France,Europe,2003,12.9,8.8,1.88,83,75.7,79.26097561,0.726712845,61803229,38585300,64.25770241,34124175,56.82840569,295550,53.96497891,0.298511911,33.68634397,547670,14597923,-0.33871371,549190,112.8475706,76.38,1.058500051
France,Europe,2004,12.8,9.1,1.89,82.7,75.7,79.11463415,0.708201615,62242474,41702000,68.89744917,33913000,56.0289481,296880,54.20782588,0.296565975,33.70460314,547670,14544821,-0.364427308,549190,113.6495956,76.632,1.03758918
France,Europe,2005,12.8,8.3,1.92,83.8,76.7,80.16341463,0.735764638,62702121,44544000,73.01991391,33703000,55.24852188,296110,54.06723027,0.294423852,33.70825497,547670,14494849,-0.34416403,549190,114.4888729,76.883,1.062768772
France,Europe,2006,12.8,8.5,1.94,83.8,76.7,80.16341463,0.753310125,63176246,48088000,78.26189586,33707000,54.85721435,295500,53.95683453,0.29310067,33.81112369,547660,14448407,-0.320917867,549190,115.3566921,77.13,1.074062843
France,Europe,2007,13.1,8.3,2,84.5,77.3,80.81219512,0.696768013,63617975,51662000,83.53432024,34125000,55.17805502,295030,53.87101486,0.290515377,33.74721543,547660,14392294,-0.389124181,549190,116.1632674,77.377,1.016494939
France,Europe,2008,12.8,8.3,1.98,84.8,77.6,81.11219512,0.618344537,64012572,55358100,88.98459991,34800000,55.93877096,294180,53.71580908,0.287959059,33.65774386,547660,14325373,-0.46606238,549190,116.8837819,77.621,0.933187567
France,Europe,2009,12.9,8.5,2.01,84.8,77.8,81.21463415,0.558525752,64371099,57972000,92.67718212,35100000,56.11276293,293190,53.53503999,0.284863864,33.48245262,547660,14249186,-0.533251838,549190,117.5384344,77.864,0.871096316
France,Europe,2010,12.8,8.5,2,85,78,81.41463415,0.514158823,64702921,57918000,92.09659575,40934000,65.08999016,292660,53.43826462,0.283535885,33.49815579,547660,14166058,-0.585096064,549190,118.1443249,78.106,0.824473269
France,Europe,2011,12.9,8.5,2.03,85.3,78.2,81.66341463,0.493688998,65023142,57785000,91.38732973,40622000,64.24394061,291470,53.22097652,0.282514801,33.54270898,547660,14080761,-0.603942407,549190,118.7290326,78.345,0.799217934
France,Europe,2012,12.6,8.4,2.01,85.7,78.7,82.11463415,0.491608013,65343588,59816000,94.0767743,40370000,63.49270059,290900,53.11689735,0.281129344,33.54270898,547660,13993983,-0.618194605,549190,119.3141511,78.584,0.796203431
France,Europe,2013,12.6,8.7,2.01,86.1,79.2,82.56585366,0.508578596,65676758,62260000,97.37775287,39674000,62.05211962,288390,52.66810456,0.278494258,33.40376689,547561,13910337,-0.59952187,549091,119.9441852,78.82,0.808445178
Peru,SouthAmerica,1980,36.64,10.254,5.153,61.493,57.544,59.47034146,2.629689847,16889710,0,0,287000,1.69925949,186300,14.5546875,0.187747451,2.47734375,1280000,6087051,0.926730884,1285220,13.19508594,63.96,3.602198999
Peru,SouthAmerica,1981,35.833,9.893,5.009,62.137,58.089,60.06363415,2.565040788,17328542,0,0,302815,1.747492663,186790,14.59296875,0.185820596,2.515625,1280000,6138809,0.846702141,1285220,13.53792344,64.574,3.520435392
Peru,SouthAmerica,1982,35.03,9.539,4.866,62.783,58.636,60.65892683,2.495507753,17766418,0,0,321651,1.810443726,187040,14.6125,0.18264796,2.53515625,1280000,6185911,0.764353743,1285220,13.88001406,65.182,3.432659212
Peru,SouthAmerica,1983,34.268,9.201,4.729,63.425,59.178,61.24970732,2.4303947,18203502,0,0,331497,1.821061684,187540,14.6515625,0.180459782,2.56640625,1280000,6260184,1.193529082,1285220,14.22148594,65.61,3.084870524
Peru,SouthAmerica,1984,33.575,8.887,4.598,64.056,59.711,61.8305122,2.375235957,18641054,0,0,361620,1.939911767,188020,14.6890625,0.178798903,2.60390625,1280000,6332180,1.1434991,1285220,14.56332344,66.031,3.014850686
Peru,SouthAmerica,1985,32.959,8.598,4.475,64.673,60.234,62.39936585,2.333631347,19081183,0,0,384281,2.013926495,188530,14.72890625,0.176823418,2.6359375,1280000,6401928,1.095462635,1285220,14.90717422,66.449,2.964672768
Peru,SouthAmerica,1986,32.414,8.335,4.36,65.272,60.748,62.95482927,2.300327276,19525200,0,0,412819,2.114288202,188650,14.73828125,0.172904759,2.6375,1280000,6469870,1.055682058,1285220,15.2540625,66.864,2.922928616
Peru,SouthAmerica,1987,31.921,8.095,4.25,65.849,61.252,63.49443902,2.268833989,19973258,0,0,445317,2.229566153,188940,14.7609375,0.169476607,2.64453125,1280000,6535849,1.01462389,1285220,15.60410781,67.277,2.884605427
Peru,SouthAmerica,1988,31.446,7.874,4.144,66.404,61.748,64.01921951,2.231909401,20424055,0,0,454100,2.223358682,189190,14.78046875,0.16647037,2.65625,1280000,6599625,0.971057476,1285220,15.95629297,67.687,2.839478313
Peru,SouthAmerica,1989,30.96,7.667,4.038,66.94,62.239,64.53217073,2.18731009,20875714,0,0,489400,2.344350952,189290,14.78828125,0.162868681,2.65625,1280000,6660397,0.916626315,1285220,16.30915156,68.095,2.788272834
Peru,SouthAmerica,1990,30.451,7.472,3.933,67.46,62.725,65.0347561,2.13259755,21325690,0,0,530674,2.488425931,189390,14.79609375,0.159432122,2.65625,1280000,6717806,0.858252075,1285220,16.66069531,68.499,2.724133773
Peru,SouthAmerica,1991,29.91,7.284,3.828,67.969,63.208,65.53043902,2.07138989,21772035,1650,0.007578529,564504,2.592793921,218360,17.059375,0.160756677,2.734375,1280000,6770885,0.787018903,1285220,17.00940234,68.901,2.656548186
Peru,SouthAmerica,1992,29.333,7.103,3.722,68.474,63.69,66.02365854,2.006751651,22213359,5700,0.025660234,539914,2.430582426,218960,17.10625,0.159813741,2.7734375,1280000,6819501,0.715449986,1285220,17.35418672,69.3,2.584173387
Peru,SouthAmerica,1993,28.731,6.928,3.617,68.98,64.172,66.51736585,1.944885689,22649612,21550,0.095145118,613711,2.709587255,219560,17.153125,0.15894312,2.8125,1280000,6863512,0.643296206,1285220,17.69500938,69.697,2.51612073
Peru,SouthAmerica,1994,28.117,6.758,3.514,69.492,64.653,67.0134878,1.889889059,23081735,36300,0.157267207,673021,2.915816337,219660,17.1609375,0.155967478,2.8125,1280000,6903978,0.587850313,1285220,18.03260547,70.089,2.450746809
Peru,SouthAmerica,1995,27.497,6.594,3.413,70.011,65.133,67.5125122,1.844201141,23511358,52200,0.222020353,772390,3.285178168,216379,16.90460938,0.15320255,2.8140625,1280000,6930913,0.389378334,1285220,18.36824844,70.521,2.458671483
Peru,SouthAmerica,1996,26.88,6.436,3.317,70.538,65.613,68.01543902,1.803620728,23939261,73543,0.307206643,1109231,4.633522313,218890,17.10078125,0.156228716,2.921875,1280000,6954116,0.334216394,1285220,18.70254766,70.951,2.411514961
Peru,SouthAmerica,1997,26.276,6.283,3.226,71.075,66.094,68.5237561,1.766827151,24365985,200972,0.824805564,1435147,5.889960944,221220,17.2828125,0.158417564,3.015625,1280000,6974276,0.289480854,1285220,19.03592578,71.377,2.365445989
Peru,SouthAmerica,1998,25.69,6.138,3.142,71.614,66.574,69.03253659,1.724639458,24789855,421814,1.701558964,1645920,6.639490227,223350,17.44921875,0.159742766,3.09375,1280000,6991235,0.242869858,1285220,19.36707422,71.798,2.312732779
Peru,SouthAmerica,1999,25.132,6.003,3.064,72.149,67.049,69.53680488,1.667997691,25206817,742642,2.946195071,1555093,6.169335065,226030,17.65859375,0.163249489,3.21484375,1280000,7003462,0.174737661,1285220,19.69282578,72.216,2.248499155
Peru,SouthAmerica,2000,24.605,5.879,2.993,72.672,67.514,70.03009756,1.592629275,25611482,1013314,3.956483268,1688000,6.590793926,228260,17.8328125,0.164965073,3.30078125,1280000,7009607,0.087703848,1285220,20.00897031,72.631,2.165646434
Peru,SouthAmerica,2001,24.114,5.769,2.929,73.175,67.963,70.50543902,1.505884838,26000080,1273857,4.899434925,1717117,6.604275833,231240,18.065625,0.169614863,3.4453125,1280000,7009102,-0.007204658,1285220,20.3125625,73.042,2.07016422
Peru,SouthAmerica,2002,23.658,5.675,2.872,73.645,68.388,70.95239024,1.421680122,26372358,1793284,6.799862189,1570956,5.956827979,231070,18.05234375,0.162291138,3.34375,1280000,7002388,-0.095835639,1285220,20.60340469,73.448,1.975990434
Peru,SouthAmerica,2003,23.234,5.598,2.82,74.079,68.784,71.36692683,1.346670957,26729909,2306943,8.630568103,1656624,6.19764175,211600,16.53125,0.136551157,2.8515625,1280000,6989871,-0.17891326,1285220,20.88274141,73.85,1.89250304
Peru,SouthAmerica,2004,22.835,5.536,2.773,74.475,69.15,71.74756098,1.276613248,27073334,2930343,10.82372419,1839165,6.793271194,212200,16.578125,0.134819007,2.8515625,1280000,6971654,-0.260960179,1285220,21.15104219,74.249,1.815443463
Peru,SouthAmerica,2005,22.46,5.489,2.73,74.835,69.489,72.09680488,1.21340738,27403845,4092558,14.93424737,2193599,8.004712477,212800,16.625,0.131368427,2.8125,1280000,6948519,-0.3323956,1285220,21.40925391,74.644,1.743989502
Peru,SouthAmerica,2006,22.105,5.454,2.689,75.165,69.803,72.41860976,1.158919749,27723281,5583356,20.13959315,2402626,8.666456182,213500,16.6796875,0.131658298,2.8515625,1280000,6921394,-0.391134891,1285220,21.65881328,75.034,1.680041507
Peru,SouthAmerica,2007,21.768,5.426,2.65,75.473,70.1,72.72097561,1.102738049,28030688,9120000,32.53576937,2559232,9.130107688,214000,16.71875,0.130214428,2.8515625,1280000,6889663,-0.459502207,1285220,21.898975,75.421,1.61717618
Peru,SouthAmerica,2008,21.447,5.404,2.614,75.771,70.39,73.01487805,1.056527801,28328410,15417247,54.42326978,2844309,10.04048233,214200,16.734375,0.128845918,2.8515625,1280000,6854625,-0.509856544,1285220,22.13157031,75.803,1.561742331
Peru,SouthAmerica,2009,21.139,5.383,2.579,76.067,70.679,73.30729268,1.043721248,28625628,20951834,73.19257415,3075428,10.74361757,214300,16.7421875,0.12750812,2.8515625,1280000,6818052,-0.534980637,1285220,22.36377188,76.182,1.54245435
Peru,SouthAmerica,2010,20.84,5.362,2.545,76.368,70.971,73.60368293,1.072544576,28934303,24700361,85.36705031,3548609,12.26436662,214400,16.75,0.126147846,2.8515625,1280000,6784515,-0.493099103,1285220,22.60492422,76.552,1.557049298
Peru,SouthAmerica,2011,20.547,5.341,2.511,76.673,71.269,73.90509756,1.129026372,29262830,29115149,99.49532906,3159884,10.79828574,214700,16.7734375,0.124731613,2.8515625,1280000,6755324,-0.431187479,1285220,22.86158594,76.915,1.602092824
Peru,SouthAmerica,2012,20.26,5.32,2.479,76.981,71.572,74.21053659,1.19590641,29614887,32461415,109.6118145,3250444,10.97570962,215000,16.796875,0.123248824,2.8515625,1280000,6731760,-0.349430966,1285220,23.13663047,77.269,1.655097318
Peru,SouthAmerica,2013,19.977,5.302,2.448,77.286,71.877,74.51553659,1.25134582,29987800,29388077,98.00011004,3415478,11.38955842,243260,19.0046875,0.138389612,3.2421875,1280000,6712469,-0.286978349,1285220,23.42796875,77.616,1.699421758
Norway,Europe,1980,12.6,10.2,1.75,78.82,72.17,75.41390244,0.34056557,4072517,0,0,1114200,27.37843723,9540,2.611780939,0.203314068,2.266828739,365268,1218456,-1.208307315,385178,11.14939442,70.081,1.009188305
Norway,Europe,1981,12.4,10.1,1.72,79.17,72.34,75.67170732,0.321225576,4085620,0,0,1197287,29.32711986,9360,2.562502053,0.199480128,2.231238433,365268,1203419,-1.241781118,385178,11.18526671,70.545,0.981134604
Norway,Europe,1982,12.3,10.2,1.7,79.27,72.63,75.86902439,0.344079656,4099702,1670,0.040779678,1297653,31.68734831,9360,2.562502053,0.201234138,2.258615592,365268,1197646,-0.480870874,385178,11.22381922,70.787,0.686521293
Norway,Europe,1983,12.4,10,1.71,79.54,72.65,76.01097561,0.36727828,4114787,11059,0.269229037,1425512,34.70379085,9420,2.578928349,0.203655742,2.294205898,365268,1196662,-0.082194944,385178,11.26511767,70.918,0.552183543
Norway,Europe,1984,12,10.2,1.66,79.56,72.74,76.06682927,0.331060292,4128432,23473,0.569679637,1554194,37.71962141,9450,2.587141496,0.204920415,2.316107625,365268,1195222,-0.120407191,385178,11.3024738,71.049,0.515609973
Norway,Europe,1985,12.1,10.2,1.66,79.61,73,76.22439024,0.282202673,4140099,39050,0.944643869,1657403,40.09361288,9540,2.611780939,0.20579218,2.33253392,365268,1193177,-0.171244461,385178,11.33441473,71.18,0.466384933
Norway,Europe,1986,12.3,10.7,1.68,79.41,72.59,75.91682927,0.2994715,4152516,63075,1.520482215,1757656,42.36995146,9570,2.619994087,0.205658449,2.338009352,365268,1191357,-0.152650401,385178,11.36840895,71.31,0.481950994
Norway,Europe,1987,12.6,10.5,1.71,79.76,72.89,76.24121951,0.356688644,4167354,87061,2.090718766,1861412,44.70071558,9690,2.652846677,0.20756576,2.368124227,365268,1190196,-0.097499413,385178,11.40903118,71.44,0.538840844
Norway,Europe,1988,13,10.7,1.74,79.58,72.75,76.08170732,0.468049547,4186905,120029,2.870596552,1948680,46.6043547,9700,2.655584393,0.206596519,2.368124227,365268,1190337,0.011846087,385178,11.46255626,71.57,0.649847961
Norway,Europe,1989,13.7,10.7,1.84,79.56,73.04,76.2204878,0.537922759,4209488,152193,3.623800751,2016213,48.00716317,9760,2.672010688,0.206675966,2.381812806,365268,1191327,0.083135157,385178,11.5243821,71.699,0.718007171
Norway,Europe,1990,14,10.7,1.89,79.84,73.32,76.5004878,0.412807535,4226901,167651,3.973213143,2070249,49.06347434,9910,2.713076426,0.20771719,2.403714533,365268,1190803,-0.043994241,385178,11.57205394,71.828,0.592543282
Norway,Europe,1991,14.4,10.9,1.93,79.8,73.43,76.53731707,0.344151413,4241473,196828,4.641759278,2132290,50.28541108,9760,2.672010688,0.202759749,2.354435647,365268,1189479,-0.111247334,385178,11.61194794,71.956,0.522200917
Norway,Europe,1992,14.3,10.5,1.92,80.1,74.01,76.98073171,0.476503585,4261732,234423,5.499831432,2198243,51.57329249,10100,2.765093028,0.208131342,2.428353976,365268,1181991,-0.631509139,385178,11.66741133,72.265,0.905035504
Norway,Europe,1993,14,10.4,1.88,80.36,74.16,77.18439024,0.577180268,4286401,282918,6.601743926,2268486,52.93393729,10030,2.745929017,0.204833845,2.403714533,365268,1171688,-0.875486063,385178,11.73494804,72.665,1.129151062
Germany,Europe,1980,10.5,12.1,1.38,75.725,69.25,72.40853659,0.044207406,78126350,0,0,18917000,23.8546562,185940,53.2580987,0.154326933,34.53441412,349130,21260524,-0.165029013,356970,223.774382,72.787,0.122547561
Germany,Europe,1981,11.1,12.2,1.44,76,69.514,72.67790244,0.207430406,78288576,0,0,20431600,25.80754295,185190,53.04327901,0.153662266,34.45707903,349130,21260046,-0.002248324,356970,224.2390399,72.844,0.285710577
Germany,Europe,1982,11,12.2,1.43,76.275,69.788,72.95239024,0.152308489,78407907,0,0,21645900,27.38633348,184610,52.87715178,0.153096804,34.3826082,349130,21178760,-0.383074394,356970,224.5808352,72.989,0.351166261
Germany,Europe,1983,11,12,1.41,76.55,70.07,73.23097561,-0.095113437,78333366,0,0,22571600,28.59997475,183960,52.69097471,0.152872277,34.29954458,349130,21066192,-0.532931208,356970,224.3673302,73.107,0.066424844
Germany,Europe,1984,10.6,12,1.33,76.824,70.358,73.51214634,-0.262152572,78128282,0,0,23385600,29.66173063,183300,52.50193338,0.153171165,34.27663048,349130,21014164,-0.247279403,356970,223.7799158,73.103,-0.267624344
Germany,Europe,1985,10.4,11.8,1.29,77.096,70.647,73.79285366,-0.345666402,77858685,0,0,24420600,30.9805043,182840,52.3701773,0.153508886,34.23366654,349130,21066224,0.247431305,356970,223.0077192,72.943,-0.564774849
Germany,Europe,1986,10.5,12,1.37,77.36,70.926,74.06453659,-0.223489902,77684873,1080,0.001368883,25391800,32.18371061,182440,52.25560679,0.153916709,34.24798786,349130,21199425,0.630305906,356970,222.509876,72.711,-0.542054059
Germany,Europe,1987,10.9,11.9,1.43,77.613,71.187,74.32163415,0.045768064,77720436,23800,0.0301052,26189300,33.12748418,182080,52.15249334,0.15388488,34.25658064,349130,21282187,0.389637308,356970,222.6117377,72.617,-0.083594505
Germany,Europe,1988,11.2,11.6,1.43,77.852,71.424,74.55960976,0.153617575,77839920,48747,0.061472735,27007100,34.05748679,181250,51.91475955,0.153455964,34.2136167,349130,21635606,1.64699517,356970,222.9539713,72.205,-0.415358689
Germany,Europe,1989,11.4,11.5,1.46,78.078,71.637,74.77895122,0.39067896,78144619,98763,0.124039681,27823200,34.9440666,180970,51.83456019,0.152896004,34.22220949,349130,21099829,-2.507544727,356970,223.8267092,72.999,1.484323322
Germany,Europe,1990,11.2,11.5,1.42,78.293,71.83,74.98268293,0.773336991,78751283,163619,0.204468776,28847800,36.05005749,180560,51.71712543,0.151730861,34.22507375,349130,21281747,0.858482078,356970,225.5643543,72.976,0.741824997
Germany,Europe,1991,11.4,11.6,1.45,78.501,72.012,75.17736585,0.861969449,79433029,272609,0.338698748,31887000,39.61749973,180320,51.64838312,0.150705571,34.28808753,349130,21353187,0.335124557,356970,227.5170538,73.118,1.056365142
Germany,Europe,1992,10.4,11.4,1.33,78.7,72.1,75.3195122,0.728605547,80013896,532251,0.656885288,33559719,41.41821372,171360,49.08200384,0.144462407,33.10801134,349130,21388515,0.165309318,356970,229.1808094,73.269,0.934907555
Germany,Europe,1993,10,11,1.29,79.2,72.6,75.8195122,0.760346947,80624598,971890,1.190674527,35420843,43.39451533,169510,48.55211526,0.142227066,32.84449918,349130,21478393,0.419335734,356970,230.9300203,73.36,0.884470377
Germany,Europe,1994,9.8,11.1,1.28,79.2,72.7,75.87073171,0.657391218,81156363,1774378,2.157949827,37000000,44.99838456,171620,49.15788268,0.14387042,33.44408799,349120,21603012,0.578529635,356990,232.4597932,73.381,0.686013681
Germany,Europe,1995,9.5,10.9,1.24,79.6,73.1,76.27073171,0.346856649,81438348,2490500,3.009651998,38800000,46.88797331,173080,49.57749706,0.14495628,33.81455702,349110,21709020,0.489509297,357000,233.2741772,73.343,0.295058979
Germany,Europe,1996,9.4,10.8,1.25,79.7,73.3,76.42195122,0.293904444,81678051,3725000,4.479975831,42000000,50.51247917,173430,49.67917502,0.144898169,33.9014609,349100,21819475,0.507507724,357020,233.9674907,73.286,0.216155725
Germany,Europe,1997,9.7,10.8,1.3,79.9,73.6,76.67317073,0.289474899,81914831,5512000,6.609990079,44100000,52.88471743,173370,49.66341058,0.144479331,33.90243204,349090,21926962,0.491410152,357030,234.6524707,73.232,0.215764515
Germany,Europe,1998,9.9,10.5,1.35,80.3,74,77.07317073,0.146313282,82034771,8276000,9.912481627,45200000,54.13776819,173270,49.64045266,0.144231523,33.89772239,349050,22009929,0.377664859,357030,235.0229795,73.17,0.061615142
Germany,Europe,1999,9.6,10.4,1.36,80.6,74.5,77.47560976,0.015143651,82047195,13913000,16.66213257,46530000,55.72407307,173730,49.77651711,0.144782524,34.03529884,349020,22067414,0.260837104,357030,235.0787777,73.104,-0.075098777
Germany,Europe,2000,9.4,10.3,1.36,80.8,74.8,77.72682927,0.064634578,82100243,23446000,28.08210875,48210000,57.74283302,171520,49.14894836,0.143994702,33.87586681,348980,22114521,0.213241081,357030,235.2577311,73.064,0.009904514
Germany,Europe,2001,9.3,10.2,1.38,81,75,77.92682927,0.1354316,82211508,48202000,57.71833398,50220000,60.1347399,170680,48.91245164,0.143580872,33.82719587,348950,22142025,0.124293493,357030,235.5968133,73.067,0.139537496
Germany,Europe,2002,8.9,10.1,1.35,81.3,75.5,78.32926829,0.168225361,82349925,56126000,67.14964818,52330000,62.60807984,170340,48.82201204,0.143448825,33.85783892,348900,22141424,-0.002714332,357030,236.0273001,73.113,0.231161277
Germany,Europe,2003,8.7,10.2,1.34,81.2,75.4,78.22926829,0.168128319,82488495,59128000,70.65529898,53670000,64.13323461,169670,48.63555581,0.142941146,33.79865849,348860,22128364,-0.059001865,357040,236.4515708,73.174,0.251524924
Germany,Europe,2004,8.6,10.3,1.34,81.3,75.6,78.3804878,0.055363304,82534176,64800000,77.33760059,54233000,64.72608168,170010,48.74000172,0.143298214,33.90671139,348810,22091923,-0.164815793,357040,236.6164273,73.233,0.135960914
Germany,Europe,2005,8.6,9.9,1.36,81.6,75.9,78.6804878,-0.021709728,82516260,71322000,85.06020667,54526000,65.02892276,170130,48.77999828,0.144189763,34.11417266,348770,22040918,-0.231143165,357050,236.5921954,73.289,0.054729836
Germany,Europe,2006,8.3,10.1,1.34,81.8,76.2,78.93170732,-0.056778262,82469422,79271000,94.55486999,54791000,65.35499592,170310,48.83300837,0.144344409,34.13235463,348760,21973977,-0.304174537,357090,236.4646806,73.355,0.033236124
Germany,Europe,2007,8.2,10,1.33,82,76.4,79.13170732,-0.112797498,82376451,85652000,102.2828888,54400000,64.96274637,169460,48.59486121,0.144046021,34.02729984,348720,21834702,-0.635835056,357100,236.2251979,73.494,0.076512022
Germany,Europe,2008,8.3,10.1,1.37,82.3,76.9,79.53414634,-0.133718573,82266372,96232925,115.1403608,53100000,63.53286218,169500,48.61330198,0.144372478,34.06372788,348670,21640169,-0.894927547,357100,235.9433619,73.695,0.139399919
Germany,Europe,2009,8.3,10.3,1.38,82.4,77.2,79.73658537,-0.190142845,82110097,105523065,126.5575074,50300000,60.32655158,169210,48.53569687,0.145317086,34.22539655,348630,21434841,-0.953358131,357110,235.5221782,73.895,0.080877844
